,image_id,width,height,bbox,source
99275,64a883d10,1024,1024,"[440.8, 453.9, 97.19999999999999, 45.700000000000045]",ethz_1
118973,7b3a5ad53,1024,1024,"[939.0, 0.0, 85.0, 40.0]",arvalis_3
44226,eb56a281b,1024,1024,"[689, 162, 70, 85]",arvalis_1
91106,8d2a27ac7,1024,1024,"[806.0, 708.0, 61.0, 41.0]",ethz_1
119324,f20ba2db5,1024,1024,"[186.0, 926.0, 77.0, 98.0]",arvalis_3
123962,5e30f8f4d,1024,1024,"[671.0, 481.0, 78.0, 112.0]",rres_1
133235,0eab1baab,1024,1024,"[961.0, 62.0, 63.0, 84.0]",rres_1
80046,99d221ffe,1024,1024,"[649.0, 944.0, 79.0, 80.0]",ethz_1
115015,233cb8750,1024,1024,"[887.0, 855.0, 137.0, 144.0]",arvalis_3
147603,f20baf558,1024,1024,"[174.0, 583.0, 84.0, 64.0]",arvalis_2
78396,02d662fa8,1024,1024,"[178.0, 141.0, 136.0, 70.0]",ethz_1
92701,4688d25ab,1024,1024,"[928.0, 342.0, 26.0, 134.0]",ethz_1
35484,fefd59985,1024,1024,"[218, 858, 171, 100]",arvalis_1
31212,b2f2a5dfd,1024,1024,"[132.0, 370.0, 98.0, 72.0]",arvalis_1
7659,844d5bd76,1024,1024,"[793.0, 39.0, 121.0, 129.0]",arvalis_1
139075,539ee1a56,1024,1024,"[447.0, 81.0, 107.0, 165.0]",rres_1
69435,f79336a8e,1024,1024,"[134.0, 858.0, 87.0, 47.0]",ethz_1
37968,98db75bde,1024,1024,"[0, 822, 54, 105]",arvalis_1
122308,cbab952fe,1024,1024,"[905.0, 1.0, 119.0, 125.0]",arvalis_3
36287,6284044ed,1024,1024,"[1019, 1008, 5, 16]",arvalis_1
42022,0ba2166af,1024,1024,"[488, 572, 112, 81]",arvalis_1
145922,9052c4be4,1024,1024,"[52.0, 523.0, 102.0, 99.0]",arvalis_2
11804,a78141039,1024,1024,"[82.0, 549.0, 86.0, 85.0]",arvalis_1
15615,d3e9389e1,1024,1024,"[258.0, 763.0, 133.0, 78.0]",arvalis_1
93712,a5df11e9f,1024,1024,"[901.0, 80.0, 84.0, 72.0]",ethz_1
143696,38fd197f0,1024,1024,"[314.0, 965.0, 87.0, 59.0]",arvalis_2
38352,116a6fceb,1024,1024,"[0, 959, 122, 65]",arvalis_1
57204,c1a61bc88,1024,1024,"[636.0, 642.0, 124.0, 54.0]",ethz_1
98815,471c46022,1024,1024,"[735.0, 907.0, 55.0, 44.0]",ethz_1
134877,463a95dac,1024,1024,"[389.0, 789.0, 66.0, 103.0]",rres_1
69814,fa0f32e52,1024,1024,"[49.0, 532.0, 69.0, 42.0]",ethz_1
103229,8dd8f0ca6,1024,1024,"[111.0, 925.0, 39.0, 33.0]",ethz_1
140129,12a15fe77,1024,1024,"[97.0, 130.0, 53.0, 69.0]",rres_1
75958,2689d2bb4,1024,1024,"[393.0, 565.0, 58.0, 63.0]",ethz_1
31852,1dbc99ed8,1024,1024,"[382, 669, 73, 91]",arvalis_1
10484,aeb9f155b,1024,1024,"[496.0, 374.0, 101.0, 69.0]",arvalis_1
69744,27e4c01d7,1024,1024,"[241.0, 565.0, 133.0, 45.0]",ethz_1
78453,a0e06275c,1024,1024,"[540.0, 352.0, 118.0, 108.0]",ethz_1
141122,7c659d49a,1024,1024,"[896.0, 648.0, 70.0, 60.0]",rres_1
61321,900dd018d,1024,1024,"[184.0, 267.0, 104.0, 46.0]",ethz_1
79637,ea3537563,1024,1024,"[622.0, 286.0, 81.0, 79.0]",ethz_1
26739,178d835fd,1024,1024,"[773.0, 277.0, 83.0, 73.0]",arvalis_1
58665,026b6f389,1024,1024,"[13.0, 466.0, 49.0, 62.0]",ethz_1
102378,dc1c9be0d,1024,1024,"[656.0, 851.0, 32.0, 81.0]",ethz_1
17096,483f5b46c,1024,1024,"[509.0, 271.0, 85.0, 54.0]",arvalis_1
87530,200b3c316,1024,1024,"[896.0, 930.0, 93.0, 45.0]",ethz_1
34755,06b42df4e,1024,1024,"[92, 585, 113, 98]",arvalis_1
76140,e486f399d,1024,1024,"[543.0, 705.0, 102.0, 100.0]",ethz_1
76631,9e50af3ab,1024,1024,"[693.0, 847.0, 52.0, 44.0]",ethz_1
111358,bf90bf2ec,1024,1024,"[430.0, 2.0, 58.0, 69.0]",arvalis_3
7818,11f24467f,1024,1024,"[858.0, 396.0, 62.0, 88.0]",arvalis_1
91606,a2895c1eb,1024,1024,"[120.0, 9.0, 82.0, 63.0]",ethz_1
121184,82344bf14,1024,1024,"[212.0, 842.0, 51.0, 64.0]",arvalis_3
107665,4ce73a46c,1024,1024,"[998.0, 232.0, 26.0, 141.0]",arvalis_3
108852,24646bd61,1024,1024,"[673.0, 0.0, 77.0, 76.0]",arvalis_3
78662,612b21960,1024,1024,"[323.0, 167.0, 83.0, 80.0]",ethz_1
31123,fe6e2ecbc,1024,1024,"[941, 83, 73, 68]",arvalis_1
99855,557d15524,1024,1024,"[391.0, 351.0, 177.0, 87.0]",ethz_1
2833,c64a4006c,1024,1024,"[529.0, 414.0, 87.0, 146.0]",usask_1
12608,82f88bab4,1024,1024,"[501.0, 519.0, 89.0, 87.0]",arvalis_1
51698,890182186,1024,1024,"[406.0, 183.0, 282.0, 138.0]",inrae_1
123580,b46dce732,1024,1024,"[149.0, 747.0, 75.0, 77.0]",rres_1
36310,f9aabfc48,1024,1024,"[245, 641, 70, 48]",arvalis_1
56802,88a891a39,1024,1024,"[393.0, 25.0, 50.0, 33.0]",ethz_1
76992,769847044,1024,1024,"[4.0, 1003.0, 72.0, 18.0]",ethz_1
134775,8d4f8b1cc,1024,1024,"[417.0, 611.0, 97.0, 45.0]",rres_1
83178,efffe90b4,1024,1024,"[613.0, 600.0, 66.0, 59.0]",ethz_1
133407,3741873d5,1024,1024,"[240.0, 0.0, 79.0, 140.0]",rres_1
123059,8afea785a,1024,1024,"[547.0, 634.0, 85.0, 75.0]",arvalis_3
66469,3c14db5cc,1024,1024,"[185.0, 868.0, 172.0, 58.0]",ethz_1
68082,6a82e6e98,1024,1024,"[248.0, 531.0, 100.0, 64.0]",ethz_1
105228,4bb9bab8b,1024,1024,"[92.0, 950.0, 190.0, 56.0]",ethz_1
128854,5498d5aae,1024,1024,"[58.0, 730.0, 57.0, 54.0]",rres_1
16620,336d2e4ce,1024,1024,"[755.0, 22.0, 67.0, 74.0]",arvalis_1
140400,810aba893,1024,1024,"[590.0, 830.0, 142.0, 83.0]",rres_1
28868,d493fef8c,1024,1024,"[377.0, 545.0, 67.0, 78.0]",arvalis_1
100130,fab41168b,1024,1024,"[798.0, 360.0, 78.0, 64.0]",ethz_1
72307,4cb33fd6e,1024,1024,"[389.0, 434.0, 73.0, 98.0]",ethz_1
2624,311a6b1e4,1024,1024,"[825.0, 67.0, 99.0, 76.0]",usask_1
118381,0f43bb6d7,1024,1024,"[148.0, 527.0, 154.0, 49.0]",arvalis_3
23068,a0f951ca5,1024,1024,"[618.0, 73.0, 93.0, 30.0]",arvalis_1
55962,7ea965d99,1024,1024,"[565.0, 554.0, 63.0, 34.0]",ethz_1
33048,57570effa,1024,1024,"[72, 605, 62, 68]",arvalis_1
107233,c64da3b0d,1024,1024,"[724.0, 806.0, 108.0, 218.0]",arvalis_3
143992,dc75973ed,1024,1024,"[844.0, 668.0, 75.0, 135.0]",arvalis_2
144662,269a5f98e,1024,1024,"[49.0, 50.0, 97.0, 135.0]",arvalis_2
113170,a90339a28,1024,1024,"[164.0, 201.0, 74.0, 85.0]",arvalis_3
49805,0e8557b27,1024,1024,"[514, 230, 208, 65]",arvalis_1
81374,7ec61f6ab,1024,1024,"[475.0, 0.0, 68.0, 31.0]",ethz_1
88752,46630486d,1024,1024,"[378.0, 477.0, 76.0, 38.0]",ethz_1
106227,57e21a852,1024,1024,"[701.0, 550.0, 63.0, 75.0]",ethz_1
14557,257e96563,1024,1024,"[194.0, 216.0, 141.0, 109.0]",arvalis_1
16955,87196861b,1024,1024,"[710.0, 477.0, 60.0, 46.0]",arvalis_1
133512,95ee952ba,1024,1024,"[279.0, 145.0, 87.0, 94.0]",rres_1
79541,186c66a2c,1024,1024,"[765.0, 34.0, 80.0, 79.0]",ethz_1
76562,9e50af3ab,1024,1024,"[615.0, 785.0, 92.0, 42.0]",ethz_1
107010,9bccf7e53,1024,1024,"[574.0, 578.0, 82.0, 77.0]",arvalis_3
66623,6bfbcee57,1024,1024,"[295.0, 125.0, 105.0, 113.0]",ethz_1
65454,2d72a5f04,1024,1024,"[173.0, 2.0, 91.0, 43.0]",ethz_1
38772,894baab2e,1024,1024,"[699, 948, 60, 63]",arvalis_1
10920,20ebdfc4b,1024,1024,"[403.0, 421.0, 37.0, 60.0]",arvalis_1
96400,1690036d7,1024,1024,"[55.0, 342.0, 56.0, 73.0]",ethz_1
22505,eb9965e00,1024,1024,"[894.0, 410.0, 110.0, 61.0]",arvalis_1
24621,3cbee7440,1024,1024,"[0.0, 485.0, 49.0, 101.0]",arvalis_1
116143,e837f4e67,1024,1024,"[599.0, 258.0, 51.0, 87.0]",arvalis_3
118414,bfcaa59eb,1024,1024,"[0.0, 429.0, 74.0, 99.0]",arvalis_3
60240,2d8a88333,1024,1024,"[170.0, 1.0, 155.0, 63.0]",ethz_1
89765,de6f7f6c1,1024,1024,"[734.0, 124.0, 70.0, 53.0]",ethz_1
64432,18cefbf07,1024,1024,"[858.0, 0.0, 141.0, 163.0]",ethz_1
43906,4b04d64f9,1024,1024,"[301, 0, 77, 56]",arvalis_1
114737,d781eb0c1,1024,1024,"[202.0, 939.0, 133.0, 85.0]",arvalis_3
108824,e69cbaece,1024,1024,"[32.0, 117.0, 39.0, 39.0]",arvalis_3
109454,a1fcb07dd,1024,1024,"[889.0, 71.0, 66.0, 82.0]",arvalis_3
26298,789511da9,1024,1024,"[701.0, 257.0, 64.0, 72.0]",arvalis_1
72403,7eb1333b8,1024,1024,"[273.0, 516.0, 60.0, 30.0]",ethz_1
111008,37e705df9,1024,1024,"[66.0, 926.0, 51.0, 82.0]",arvalis_3
38458,65f5afe35,1024,1024,"[55, 414, 74, 87]",arvalis_1
102549,4ef7057d7,1024,1024,"[50.0, 425.0, 92.0, 129.0]",ethz_1
108317,d43e719c7,1024,1024,"[230.0, 844.0, 107.0, 131.0]",arvalis_3
13017,b40d7ae4e,1024,1024,"[983.0, 604.0, 41.0, 119.0]",arvalis_1
140438,1fcc8f8d9,1024,1024,"[693.0, 453.0, 77.0, 76.0]",rres_1
50177,7ebf61d5a,1024,1024,"[387, 0, 72, 41]",arvalis_1
135410,833577238,1024,1024,"[515.0, 901.0, 57.0, 53.0]",rres_1
130617,6efc51980,1024,1024,"[692.0, 102.0, 166.0, 95.0]",rres_1
68556,5d3b4d154,1024,1024,"[465.0, 248.0, 100.0, 48.0]",ethz_1
24715,3fd04f5cd,1024,1024,"[281.0, 885.0, 65.0, 70.0]",arvalis_1
137591,8ea56fe8f,1024,1024,"[946.0, 651.0, 69.0, 59.0]",rres_1
124177,ca664da7d,1024,1024,"[363.0, 371.0, 79.0, 81.0]",rres_1
104667,233494bf0,1024,1024,"[266.0, 0.0, 27.0, 42.0]",ethz_1
14662,c631c7fdb,1024,1024,"[84.0, 16.0, 127.0, 83.0]",arvalis_1
2912,d89b34cb1,1024,1024,"[67.0, 431.0, 98.0, 169.0]",usask_1
47844,c434ccb01,1024,1024,"[837, 289, 130, 66]",arvalis_1
24902,4c572095f,1024,1024,"[0.0, 922.0, 64.0, 67.0]",arvalis_1
114142,b07680974,1024,1024,"[7.0, 645.0, 156.0, 74.0]",arvalis_3
118755,ee8a5cbbc,1024,1024,"[250.0, 117.0, 70.0, 64.0]",arvalis_3
98584,74068babf,1024,1024,"[581.0, 746.0, 85.0, 88.0]",ethz_1
64455,a6afb2315,1024,1024,"[102.0, 49.0, 110.0, 37.0]",ethz_1
24,b6ab77fd7,1024,1024,"[663.0, 794.0, 116.0, 64.0]",usask_1
128794,ab4ff3cfa,1024,1024,"[915.0, 613.0, 78.0, 100.0]",rres_1
26113,56d818688,1024,1024,"[821.0, 243.0, 83.0, 90.0]",arvalis_1
44093,6298999e6,1024,1024,"[121, 155, 62, 83]",arvalis_1
43621,56ace8298,1024,1024,"[340, 961, 63, 63]",arvalis_1
26280,789511da9,1024,1024,"[224.0, 417.0, 87.0, 87.0]",arvalis_1
14408,39f0b1003,1024,1024,"[501.0, 143.0, 39.0, 29.0]",arvalis_1
25850,18e5e064b,1024,1024,"[591.0, 460.0, 70.0, 95.0]",arvalis_1
141593,cdd3bc83b,1024,1024,"[212.0, 435.0, 91.0, 46.0]",rres_1
61611,e84e8709a,1024,1024,"[916.0, 646.0, 102.0, 61.0]",ethz_1
84048,19f4faf0f,1024,1024,"[107.0, 2.0, 70.0, 47.0]",ethz_1
119625,0d7268752,1024,1024,"[604.0, 634.0, 63.0, 210.0]",arvalis_3
76937,773a616f7,1024,1024,"[5.0, 107.0, 180.0, 80.0]",ethz_1
88296,a346a6b04,1024,1024,"[305.0, 916.0, 89.0, 54.0]",ethz_1
38510,08a55ca8a,1024,1024,"[444, 45, 77, 102]",arvalis_1
94612,37f80fd4e,1024,1024,"[43.0, 462.0, 64.0, 33.0]",ethz_1
119979,43bc260d9,1024,1024,"[0.0, 166.0, 71.0, 74.0]",arvalis_3
95761,44e31e39f,1024,1024,"[744.0, 289.0, 101.0, 86.0]",ethz_1
44398,c5d1a8143,1024,1024,"[163, 156, 104, 127]",arvalis_1
7743,74aa7fe9d,1024,1024,"[604.0, 776.0, 82.0, 35.0]",arvalis_1
79023,498df3cb2,1024,1024,"[690.0, 759.0, 75.0, 131.0]",ethz_1
30530,a28dcf45d,1024,1024,"[367, 983, 98, 41]",arvalis_1
13637,551902572,1024,1024,"[0.0, 321.0, 82.0, 112.0]",arvalis_1
137217,4b74f7320,1024,1024,"[196.0, 554.0, 54.0, 61.0]",rres_1
105299,d07d391fc,1024,1024,"[390.0, 0.0, 34.0, 44.0]",ethz_1
4283,7803a8211,1024,1024,"[984.0, 739.0, 40.0, 43.0]",usask_1
39965,0bbb17b82,1024,1024,"[440, 479, 145, 144]",arvalis_1
143122,e089dca60,1024,1024,"[982.0, 631.0, 42.0, 85.0]",rres_1
13664,551902572,1024,1024,"[543.0, 938.0, 107.0, 75.0]",arvalis_1
93401,e383c916b,1024,1024,"[137.0, 690.0, 92.0, 37.0]",ethz_1
22410,d0e1c00bf,1024,1024,"[296.0, 874.0, 67.0, 51.0]",arvalis_1
106775,7d0d1f2f4,1024,1024,"[926.0, 322.0, 98.0, 72.0]",arvalis_3
28797,c3fa071f6,1024,1024,"[138.0, 0.0, 68.0, 34.0]",arvalis_1
34009,8e862faf8,1024,1024,"[123, 358, 111, 73]",arvalis_1
26514,e935b9eea,1024,1024,"[225.0, 649.0, 52.0, 48.0]",arvalis_1
91508,d0a00b792,1024,1024,"[385.0, 779.0, 87.0, 40.0]",ethz_1
54172,67a70d2d7,1024,1024,"[619.0, 192.0, 105.0, 105.0]",inrae_1
129136,3b778c35e,1024,1024,"[486.0, 336.0, 58.0, 160.0]",rres_1
65208,90a725e8b,1024,1024,"[901.0, 27.0, 73.0, 72.0]",ethz_1
75330,4cd4207d8,1024,1024,"[451.0, 234.0, 76.0, 44.0]",ethz_1
125529,32494cc53,1024,1024,"[4.0, 235.0, 68.0, 68.0]",rres_1
72637,7df975b07,1024,1024,"[555.0, 223.0, 96.0, 103.0]",ethz_1
10284,fe0d6c114,1024,1024,"[492.0, 0.0, 71.0, 40.0]",arvalis_1
127126,8a24885c6,1024,1024,"[225.0, 475.0, 112.0, 78.0]",rres_1
116717,04a47965e,1024,1024,"[263.0, 619.0, 185.0, 59.0]",arvalis_3
19211,a897f8dc8,1024,1024,"[946.0, 510.0, 78.0, 67.0]",arvalis_1
58990,a3ed252a3,1024,1024,"[182.0, 746.0, 105.0, 47.0]",ethz_1
79309,f6e40d451,1024,1024,"[398.0, 364.0, 88.0, 67.0]",ethz_1
143307,1eb2bad31,1024,1024,"[326.0, 846.0, 97.0, 67.0]",rres_1
125613,3e0213b6f,1024,1024,"[268.0, 418.0, 70.0, 74.0]",rres_1
130424,ad5ef99be,1024,1024,"[54.0, 218.0, 58.0, 106.0]",rres_1
127839,7c598ce6b,1024,1024,"[493.0, 756.0, 101.0, 67.0]",rres_1
5030,f437363d5,1024,1024,"[467.0, 849.0, 135.0, 98.0]",usask_1
77483,b3c320e1b,1024,1024,"[0.0, 996.0, 42.0, 28.0]",ethz_1
147142,72c3714bc,1024,1024,"[381.0, 273.0, 64.0, 64.0]",arvalis_2
90254,d006084f3,1024,1024,"[218.0, 228.0, 61.0, 66.0]",ethz_1
57588,fda2b546f,1024,1024,"[398.0, 387.0, 103.0, 60.0]",ethz_1
141224,ac47b0c64,1024,1024,"[368.0, 636.0, 110.0, 91.0]",rres_1
113909,d2ec1dfd5,1024,1024,"[569.0, 979.0, 97.0, 45.0]",arvalis_3
32912,82890548b,1024,1024,"[434, 423, 118, 110]",arvalis_1
91746,3a1f54e49,1024,1024,"[162.0, 155.0, 64.0, 67.0]",ethz_1
101295,17f1fa29e,1024,1024,"[218.0, 283.0, 89.0, 106.0]",ethz_1
58571,832555118,1024,1024,"[557.0, 926.0, 78.0, 41.0]",ethz_1
49851,181637e7b,1024,1024,"[545, 612, 116, 86]",arvalis_1
97099,81020ba1b,1024,1024,"[150.0, 690.0, 84.0, 46.0]",ethz_1
78844,05ac5dc96,1024,1024,"[53.0, 727.0, 83.0, 78.0]",ethz_1
53317,c4f8e6485,1024,1024,"[314.0, 778.0, 232.0, 121.0]",inrae_1
37900,a677f18d9,1024,1024,"[809, 60, 71, 54]",arvalis_1
108599,57587eaf7,1024,1024,"[163.0, 2.0, 44.0, 87.0]",arvalis_3
13053,c04bc8abb,1024,1024,"[109.0, 666.0, 78.0, 91.0]",arvalis_1
87687,767e515ec,1024,1024,"[812.0, 73.0, 53.0, 49.0]",ethz_1
58690,026b6f389,1024,1024,"[25.0, 307.0, 106.0, 40.0]",ethz_1
76817,7c3570738,1024,1024,"[5.0, 712.0, 111.0, 56.0]",ethz_1
42667,a23558330,1024,1024,"[228, 935, 205, 89]",arvalis_1
34494,647cf0c68,1024,1024,"[732, 236, 54, 107]",arvalis_1
52390,e18bbfc52,1024,1024,"[64.0, 181.0, 132.0, 114.0]",inrae_1
70434,a81f68e82,1024,1024,"[137.0, 81.0, 141.0, 55.0]",ethz_1
141303,6e69bf773,1024,1024,"[51.0, 0.0, 58.0, 23.0]",rres_1
109881,8a4c0d077,1024,1024,"[744.0, 267.0, 48.0, 124.0]",arvalis_3
35059,a6c1cc190,1024,1024,"[462, 473, 99, 87]",arvalis_1
122606,33ea56e1c,1024,1024,"[12.0, 481.0, 67.0, 74.0]",arvalis_3
8721,12b724773,1024,1024,"[819.0, 281.0, 75.0, 76.0]",arvalis_1
117766,b844b0d4f,1024,1024,"[337.0, 591.0, 62.0, 123.0]",arvalis_3
127233,af4f717aa,1024,1024,"[612.0, 799.0, 61.0, 59.0]",rres_1
58127,1d2950c50,1024,1024,"[808.0, 49.0, 78.0, 43.0]",ethz_1
68586,5d3b4d154,1024,1024,"[174.0, 748.0, 71.0, 46.0]",ethz_1
142430,04f906b5d,1024,1024,"[616.0, 381.0, 101.0, 90.0]",rres_1
108492,48fbd2ed7,1024,1024,"[721.0, 302.0, 90.0, 169.0]",arvalis_3
71076,c7385941e,1024,1024,"[335.0, 920.0, 71.0, 50.0]",ethz_1
86157,94b3764f6,1024,1024,"[858.0, 0.0, 51.0, 20.0]",ethz_1
31832,7718ea4e9,1024,1024,"[604, 689, 85, 67]",arvalis_1
27216,134d4a01c,1024,1024,"[444.0, 812.0, 102.0, 38.0]",arvalis_1
56887,4d0e29915,1024,1024,"[1.0, 339.0, 125.0, 89.0]",ethz_1
38766,894baab2e,1024,1024,"[369, 200, 74, 76]",arvalis_1
42028,0ba2166af,1024,1024,"[425, 817, 104, 137]",arvalis_1
87124,dda3868c0,1024,1024,"[725.0, 858.0, 106.0, 64.0]",ethz_1
106060,c2b7f1929,1024,1024,"[13.0, 4.0, 86.0, 90.0]",ethz_1
36681,e3f4e8b6d,1024,1024,"[451, 421, 139, 114]",arvalis_1
126962,737f28df2,1024,1024,"[789.0, 817.0, 64.0, 109.0]",rres_1
137767,6c31301ae,1024,1024,"[553.0, 0.0, 121.0, 57.0]",rres_1
115845,1914c04d6,1024,1024,"[2.0, 15.0, 72.0, 174.0]",arvalis_3
78233,e5ab88ff3,1024,1024,"[629.0, 350.0, 90.0, 81.0]",ethz_1
146722,1ef16dab1,1024,1024,"[954.0, 391.0, 70.0, 90.0]",arvalis_2
68999,9d9b579c6,1024,1024,"[449.0, 238.0, 90.0, 103.0]",ethz_1
99826,557d15524,1024,1024,"[54.0, 19.0, 64.0, 84.0]",ethz_1
34972,5a61c3e15,1024,1024,"[534, 286, 107, 77]",arvalis_1
22813,a2b9aabde,1024,1024,"[793.0, 326.0, 62.0, 67.0]",arvalis_1
51981,a6fcbeb71,1024,1024,"[847.0, 632.0, 110.0, 125.0]",inrae_1
8374,5df7b74dd,1024,1024,"[889.0, 426.0, 55.0, 60.0]",arvalis_1
84661,1c5f25cd1,1024,1024,"[830.0, 622.0, 115.0, 54.0]",ethz_1
64640,ba35357cb,1024,1024,"[136.0, 772.0, 70.0, 41.0]",ethz_1
86731,b5487f037,1024,1024,"[393.0, 539.0, 76.0, 48.0]",ethz_1
74223,1e92a05ab,1024,1024,"[453.0, 613.0, 64.0, 114.0]",ethz_1
137631,38c8180c0,1024,1024,"[653.0, 461.0, 82.0, 63.0]",rres_1
135107,5c2e16f27,1024,1024,"[28.0, 287.0, 74.0, 56.0]",rres_1
80000,bf0631017,1024,1024,"[10.0, 711.0, 59.0, 117.0]",ethz_1
120428,b35fb3de5,1024,1024,"[273.0, 857.0, 93.0, 110.0]",arvalis_3
46131,a13c89a7f,1024,1024,"[0, 464, 30, 122]",arvalis_1
141541,be29a83ad,1024,1024,"[967.0, 790.0, 57.0, 103.0]",rres_1
33113,bb9c7a94a,1024,1024,"[0, 460, 46, 95]",arvalis_1
127699,b61e9bd86,1024,1024,"[883.0, 367.0, 94.0, 89.0]",rres_1
121380,7c6e9829c,1024,1024,"[747.0, 202.0, 200.0, 82.0]",arvalis_3
136019,eab32c67a,1024,1024,"[291.0, 365.0, 68.0, 61.0]",rres_1
40994,b39cc58f6,1024,1024,"[691, 224, 79, 81]",arvalis_1
37963,98db75bde,1024,1024,"[239, 674, 55, 55]",arvalis_1
61937,63a5a0d29,1024,1024,"[367.0, 858.0, 138.0, 25.0]",ethz_1
23964,e6e15309d,1024,1024,"[7.0, 604.0, 113.0, 53.0]",arvalis_1
104290,5f76c9a35,1024,1024,"[173.0, 412.0, 67.0, 106.0]",ethz_1
135847,c8927c5e1,1024,1024,"[246.0, 969.0, 60.0, 55.0]",rres_1
61773,823c71a4b,1024,1024,"[161.0, 730.0, 161.0, 60.0]",ethz_1
30918,6b2a591e8,1024,1024,"[0, 724, 59, 72]",arvalis_1
135244,cc2bbb768,1024,1024,"[375.0, 450.0, 71.0, 70.0]",rres_1
59667,8224baba4,1024,1024,"[153.0, 647.0, 92.0, 41.0]",ethz_1
105124,5d6935f10,1024,1024,"[47.0, 894.0, 54.0, 46.0]",ethz_1
112680,8f3e2b4e8,1024,1024,"[430.0, 655.0, 156.0, 159.0]",arvalis_3
141465,3733d0e53,1024,1024,"[667.0, 450.0, 93.0, 79.0]",rres_1
109389,c01baaca6,1024,1024,"[842.0, 76.0, 89.0, 113.0]",arvalis_3
96244,15c025a28,1024,1024,"[268.0, 507.0, 85.0, 56.0]",ethz_1
65750,b030ec7d3,1024,1024,"[141.0, 173.0, 118.0, 50.0]",ethz_1
112255,3cf295f6c,1024,1024,"[350.0, 931.0, 77.0, 49.0]",arvalis_3
109527,4a8b1ad4a,1024,1024,"[378.0, 913.0, 80.0, 64.0]",arvalis_3
29254,e5c45da08,1024,1024,"[104, 111, 43, 66]",arvalis_1
34570,bb67d5c2e,1024,1024,"[285, 483, 116, 70]",arvalis_1
82484,279a356f8,1024,1024,"[111.0, 229.0, 105.0, 67.0]",ethz_1
99259,64a883d10,1024,1024,"[61.0, 275.0, 52.0, 90.0]",ethz_1
103651,40b8f078e,1024,1024,"[27.0, 927.0, 94.0, 57.0]",ethz_1
50999,2d2c79df1,1024,1024,"[622, 314, 85, 65]",arvalis_1
56237,48fe9c634,1024,1024,"[1000.0, 749.0, 24.0, 101.0]",ethz_1
63181,0cbe3f32c,1024,1024,"[888.0, 685.0, 89.0, 41.0]",ethz_1
23516,ecad4b636,1024,1024,"[104.0, 896.0, 76.0, 95.0]",arvalis_1
97610,e90129be4,1024,1024,"[994.0, 921.0, 26.0, 76.0]",ethz_1
4624,b1e31c10b,1024,1024,"[0.0, 515.0, 63.0, 159.0]",usask_1
20956,fa4fc6647,1024,1024,"[803.0, 541.0, 79.0, 71.0]",arvalis_1
71003,ec2098ac5,1024,1024,"[142.0, 556.0, 86.0, 67.0]",ethz_1
54791,56fe78aae,1024,1024,"[514.0, 94.0, 177.0, 126.0]",inrae_1
